"","genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"974","AT2G28400",140.806171972822,1.30082981685239,0.286836915218937,4.53508508784335,5.75802674268119e-06,6.3311299201173e-05
"975","ath-miR398b-3p",110.078822401412,1.29893383920412,0.215026348681707,6.04081242679181,1.53340157473608e-09,3.80559440553283e-08
"976","AT1G22570",1200.99443123976,1.29561295633331,0.208968445130844,6.20004113789559,5.64484041237992e-10,1.54478929044978e-08
"977","AT2G23340",1141.96876222132,1.29228321946417,0.263971486442088,4.89554094225128,9.80356775902456e-07,1.35169356056674e-05
"978","AT1G72450",4561.82617982614,1.29020338277175,0.358970532723582,3.59417630461952,0.000325419435631958,0.00206934181752076
"979","AT3G15210",1019.36648243063,1.28965518512394,0.404712653080022,3.18659467478754,0.00143958363671299,0.00722657427907315
"980","AT5G08840",29.8696034920139,1.28869814008692,0.312207941565316,4.12769173527675,3.66422873414062e-05,0.00031559734301065
"981","AT3G60160",600.915457375281,1.28866915245913,0.164896695980759,7.81500893510627,5.49591309845424e-15,3.09102277932967e-13
"982","AT3G22160",97.4752713763906,1.28818751845077,0.309829163508102,4.15773487513251,3.21418740924996e-05,0.000282139046514895
"983","AT5G64660",132.703514065979,1.28702587239777,0.269110624337107,4.78251602131304,1.7311458469109e-06,2.22590808923254e-05
"984","AT3G08770",217.345723430236,1.28318027137866,0.211406433256705,6.06973142496818,1.28124337549406e-09,3.24503249303047e-08
"985","AT3G21781",38.7630950107267,1.28209950672385,0.302294182880175,4.24123115604925,2.22297047602378e-05,0.000205662037767991
"986","AT3G21780",38.7630950107267,1.28209950672385,0.302294182880175,4.24123115604925,2.22297047602378e-05,0.000205662037767991
"987","AT3G13310",399.969295092622,1.27656188550114,0.298634218045561,4.27466716257674,1.91423040423844e-05,0.000181172097137224
"988","AT2G47670",72.999528266958,1.27628961619903,0.239790158009142,5.32252710784891,1.02335528377105e-07,1.76996692258721e-06
"989","AT4G39950",2365.88810033277,1.27498418028526,0.109557984306586,11.6375286416128,2.65600413921351e-31,6.55697527126047e-29
"990","AT4G27850",120.673161317261,1.2747458569885,0.240055628292979,5.31021024607146,1.09498842775916e-07,1.87862206263611e-06
"991","AT1G14520",161.97849322649,1.27400301860517,0.314445914893549,4.05158075924269,5.08727604683316e-05,0.000419226581610605
"992","AT3G28930",677.448209306756,1.27018011603567,0.145030655379871,8.75801128188213,1.98725283205682e-18,1.56399465336338e-16
"993","AT2G39770",3495.97891928237,1.26814611240248,0.126845644173821,9.99755348843266,1.56208474854684e-23,1.99106378302549e-21
"994","AT4G18170",61.397911740842,1.26546667914224,0.305034519511616,4.14860154571474,3.34512460572358e-05,0.000291973231775345
"995","AT2G46270",938.766511035832,1.26357547137402,0.235930736288361,5.35570520082491,8.52233641405958e-08,1.50621217723391e-06
"996","AT5G49480",2607.4767264116,1.26065786834903,0.383770771019491,3.28492413583265,0.00102009834539059,0.00544726013079361
"997","AT3G05936",276.032730655631,1.26025071423253,0.202795945459986,6.21437825778024,5.15282657749619e-10,1.42175578496492e-08
"998","AT5G64310",214.513821856079,1.25820461948477,0.201103684990683,6.25649708777371,3.93720453925936e-10,1.11118240745186e-08
"999","AT5G03160",1231.10163814011,1.25814555408491,0.16005698104058,7.86061030206438,3.82266332681429e-15,2.20820007398462e-13
"1000","AT1G72940",584.963888754058,1.25684727834485,0.251542963505853,4.99655112918952,5.83647061175572e-07,8.4599966166568e-06
"1001","AT5G14545",166.158786915246,1.2531741801283,0.224377881356106,5.58510568222816,2.33558142226861e-08,4.69377815736639e-07
"1002","AT1G24625",764.215915232255,1.25263410013896,0.142770894228348,8.77373575972352,1.72834533617618e-18,1.37406383624881e-16
"1003","AT2G16720",119.217589340181,1.25132318508529,0.187523262817115,6.67289575856871,2.50804546887995e-11,8.74014715923351e-10
"1004","AT4G12080",66.591494714704,1.25112188751556,0.341321888874767,3.66551905487259,0.000246837430721936,0.00163348709444739
"1005","AT3G15790",2635.02914813525,1.25078979222462,0.155494124994204,8.04396817095975,8.69751199265344e-16,5.35387792030712e-14
"1006","AT1G67856",57.3849421555369,1.25001274084459,0.294279681365936,4.24770318848552,2.1597326134869e-05,0.000200921098707292
"1007","AT1G04760",160.936596014591,1.24869019500348,0.280645600813169,4.44934889905778,8.61310004440782e-06,9.03412501527265e-05
"1008","AT5G66590",884.64078195561,1.24779686437887,0.240904281383348,5.17963756066778,2.22317420809203e-07,3.54694589812124e-06
"1009","AT5G33290",381.570170909542,1.24731235745566,0.203208931502055,6.13807842123833,8.35256303744015e-10,2.20848546693443e-08
"1010","AT2G47780",72.1897678694766,1.24518001850297,0.242446350202015,5.13589921013636,2.8079812775501e-07,4.37578637225132e-06
"1011","AT5G08275",59.4095343983932,1.24257778350538,0.346434203478083,3.58676415616678,0.000334806881464551,0.00211821575154791
"1012","AT2G35550",55.8114115157902,1.24238844701522,0.330938908936356,3.75413229894389,0.000173942979217465,0.00121521736419041
"1013","AT2G47470",4191.77978290303,1.242280653767,0.158076607592102,7.85872541604993,3.88061862316584e-15,2.23617072651372e-13
"1014","AT3G09830",447.142470484585,1.24139127317123,0.185954090759334,6.67579437538627,2.45896542359866e-11,8.58186251185409e-10
"1015","AT3G44798",163.802236825084,1.23849344223504,0.129771181709594,9.54367083599947,1.37864058614274e-21,1.43703367408026e-19
"1016","AT3G06890",27.9197222012272,1.23807356054008,0.394863027130543,3.13545071448476,0.00171590258072094,0.00838047963882719
"1017","AT2G05260",192.93813718304,1.23272844084119,0.200901802964144,6.13597500198243,8.4638466648573e-10,2.23238286509673e-08
"1018","AT4G25433",41.1018768571974,1.23158554742041,0.303807685413376,4.05383275852503,5.03852436351042e-05,0.000416967226172935
"1019","AT5G60300",559.270605681531,1.23128918444144,0.193785634986778,6.35387233179306,2.09961112674519e-10,6.24108742148984e-09
"1020","AT4G36500",614.852528398729,1.23089509261458,0.23983796583067,5.13219451453994,2.86383305233381e-07,4.4421611492318e-06
"1021","AT4G02380",367.058636756593,1.23034441844661,0.324738356497788,3.78872527321851,0.000151422249380362,0.00107909632777807
"1022","AT1G07563",46.8071808420521,1.22817999170946,0.320819460476917,3.8282590148481,0.000129052905121355,0.000941716796456485
"1023","AT5G15240",326.482117019926,1.2273517572641,0.234867690758105,5.22571560738072,1.73482833342563e-07,2.82156233729759e-06
"1024","AT4G27657",190.971160435417,1.22705225873034,0.361686331706945,3.39258675587596,0.000692360031942361,0.00391086701087288
"1025","AT5G09420",119.132035596077,1.22561515062109,0.209510519419648,5.84989791451087,4.91874807547658e-09,1.11566149530128e-07
"1026","AT1G13340",63.0451388812816,1.22547610026816,0.269534749368209,4.54663490752373,5.45104345225446e-06,6.03034538140207e-05
"1027","AT5G02260",347.296294789195,1.22465494813256,0.301305300553006,4.06449851988952,4.8135844388208e-05,0.000401468690766942
"1028","AT3G09520",23.0174403721712,1.22433570089677,0.315600295443677,3.87938705562861,0.000104720010663778,0.000789036574366781
"1029","AT5G42050",4959.58084496484,1.22395333734106,0.112730181031723,10.8573704587295,1.8397048305049e-27,3.26868162044177e-25
"1030","AT3G05120",1246.6369248547,1.2228686086919,0.190849015864325,6.40751854629023,1.47907100217694e-10,4.51675159037186e-09
"1031","AT4G04125",172.482068492411,1.22278504570841,0.330782396512919,3.6966448595781,0.000218467622337512,0.00147233366283956
"1032","AT5G64260",532.543646905317,1.2208071556856,0.231161181703663,5.28119447516327,1.2834436728794e-07,2.15929730703305e-06
"1033","AT3G58710",266.537926743551,1.21997157428257,0.190889970034807,6.3909673937301,1.64839533008687e-10,4.9883633131003e-09
"1034","AT3G14870",90.5270867948231,1.21963372499351,0.289261942749217,4.21636428699128,2.48272584974551e-05,0.000226477515962977
"1035","AT2G20340",1997.59648542451,1.2193237396419,0.195834922943551,6.22628344993077,4.77629616687822e-10,1.32097257077588e-08
"1036","AT1G61560",41.9862680396576,1.21805712918232,0.310869330486106,3.91822868881161,8.92020570383232e-05,0.000687497812592769
"1037","AT3G51960",217.320203308366,1.21711631591915,0.143151317472083,8.50230607312792,1.85860986061913e-17,1.30900832015316e-15
"1038","AT1G18740",548.218773774669,1.21648755128202,0.284233621856167,4.27988618425164,1.86988913468086e-05,0.000177620534125841
"1039","AT2G25450",21777.028829636,1.21393356098566,0.151185347063145,8.02943925828104,9.79191762880564e-16,5.98046469136403e-14
"1040","AT3G56880",1274.69939848495,1.21346023270057,0.279686847166839,4.33863889200593,1.43367866910464e-05,0.00014086328373067
"1041","AT4G26850",22485.342309661,1.21282489112959,0.178941471991356,6.7777741941688,1.2204138944183e-11,4.55770176206884e-10
"1042","AT3G49530",554.298302427248,1.21233105807389,0.162754699653313,7.44882366319561,9.41761452190117e-14,4.61109213741436e-12
"1043","AT1G70290",2464.29348988611,1.2092190799926,0.366536609639861,3.29904039102863,0.00097015950955177,0.00523311475295871
"1044","AT1G09925",528.602682447282,1.20814516977319,0.15657895525383,7.71588472930266,1.20145861613874e-14,6.5377746924134e-13
"1045","AT5G06750",360.166507014591,1.20800871617652,0.205866543269585,5.86792150385804,4.41292069928431e-09,1.0107053628937e-07
"1046","AT1G69790",268.460860392596,1.20774162084641,0.199595347967832,6.0509507518234,1.43993466698221e-09,3.5964630186085e-08
"1047","AT4G16660",4542.98369100703,1.2075949737232,0.135462883887601,8.91458190662164,4.8966027251363e-19,4.11612988217282e-17
"1048","AT3G49120",1564.19607377978,1.20651070549883,0.283523426614462,4.25541804395393,2.08658786205528e-05,0.000194748818838799
"1049","AT5G06865",578.633491926999,1.20568100349557,0.226965735037706,5.31217191570908,1.08326335782757e-07,1.86259351401246e-06
"1050","AT5G06860",562.293868638169,1.20540462283525,0.223153223260698,5.4016903956034,6.60158192476103e-08,1.19189300139662e-06
"1051","AT3G07835",935.266322401788,1.20531601931801,0.183550681606539,6.5666659952903,5.14542828577071e-11,1.69965816318564e-09
"1052","AT3G25290",347.683961638589,1.20383828448293,0.245955107701431,4.89454476360901,9.85335477884877e-07,1.35696259323746e-05
"1053","AT1G72900",513.219839488022,1.20277820329958,0.243341077443399,4.94276681905193,7.70215862471201e-07,1.0862220458531e-05
"1054","AT5G07660",94.099147089072,1.20249344179896,0.302282384511169,3.97804669876333,6.94837271436636e-05,0.000552034132855979
"1055","AT1G05620",372.663192343674,1.20108752919696,0.236167976953152,5.08573408085388,3.66206853004449e-07,5.5303601568019e-06
"1056","AT3G11580",275.912443165311,1.20051197033767,0.209462085752501,5.73140464072428,9.960233963159e-09,2.14113077120044e-07
"1057","AT1G65500",25.1761483615166,1.20035039136922,0.37945430203378,3.16335955327333,0.00155959582769278,0.00772648942688609
"1058","AT2G30250",355.880017746194,1.19972104111641,0.177221470055544,6.76961454354489,1.29125949223415e-11,4.76911950730196e-10
"1059","AT1G74420",50.286790344888,1.1992676877561,0.291584683617725,4.11293101159036,3.90667160322363e-05,0.000332570486789124
"1060","AT3G32980",72.379898714107,1.19897760921494,0.255208964798509,4.69802308928116,2.6269174095539e-06,3.17736431182402e-05
"1061","AT5G24390",59.8299433166687,1.19668416140737,0.221721873801481,5.39723095827171,6.76772470129742e-08,1.21720435137675e-06
"1062","AT1G49530",124.602261270405,1.19588714102855,0.28684667595779,4.1690813987488,3.05829758840156e-05,0.000270257171592999
"1063","AT2G46940",69.331129156262,1.19557919086829,0.278945793817657,4.28606280276025,1.8186759311169e-05,0.000173458343279726
"1064","AT5G17300",173.797021482906,1.19476590486231,0.362046139903754,3.30003768353926,0.000966718467851019,0.00522045780025557
"1065","AT2G45510",260.674133200807,1.19446343853301,0.184650458431101,6.46878133248016,9.87964404016424e-11,3.12273977997267e-09
"1066","AT4G04610",5451.40694096049,1.19258356547669,0.162472830123768,7.3402030639105,2.13270028832748e-13,1.00843185205936e-11
"1067","ath-miR398b-5p",82.9903526039483,1.19213002197966,0.312361609879342,3.8165062039479,0.000135354673504047,0.000981897048465953
"1068","AT5G16340",92.0219507764085,1.18977305375266,0.24484353033341,4.8593199588836,1.17789641959619e-06,1.58948243548846e-05
"1069","AT1G04427",32.235873721065,1.18904078799412,0.323593894539654,3.67448461809099,0.000238330000917784,0.0015870396114494
"1070","AT3G02150",616.722572163531,1.18476574969855,0.200793980189862,5.90040472616902,3.62610962841868e-09,8.4201137737924e-08
"1071","AT3G52770",54.6751215887168,1.18471264834318,0.365497109560561,3.24137350844599,0.00118955212330167,0.00620390213310949
"1072","AT1G69370",912.884086042485,1.18431579887725,0.158962100935121,7.45030288295332,9.31261842302084e-14,4.56922259152945e-12
"1073","AT1G70800",98.6001624550981,1.18104856740865,0.368435749185973,3.20557538191686,0.00134792735229444,0.00686044709057324
"1074","AT3G57530",1347.77806263951,1.17935360951264,0.201653364894076,5.84842018446917,4.96263664311302e-09,1.1245286685114e-07
"1075","AT3G03910",100.036085299177,1.17881847579186,0.22035121660457,5.34972528836682,8.80878420095375e-08,1.54866878459496e-06
"1076","AT2G23320",441.0833788991,1.17706154489055,0.202198901356152,5.82130534338204,5.83897830688703e-09,1.30420531648973e-07
"1077","AT1G70820",15464.5198362311,1.17651907008279,0.138457802914236,8.49731142138345,1.94032363646229e-17,1.36246737263324e-15
"1078","AT5G09160",121.072468294713,1.1741631237661,0.174210490938078,6.73991053835813,1.5848418200644e-11,5.75376086779727e-10
"1079","AT3G07350",404.976563028774,1.17256884267199,0.25685022529885,4.56518518256186,4.99053606496441e-06,5.59746735206171e-05
"1080","AT1G80120",169.069665770164,1.17160870109497,0.246689606348105,4.74932332350358,2.04098413417882e-06,2.55564340090208e-05
"1081","AT2G39240",124.506763194625,1.17030894754353,0.163436459284909,7.16063571533572,8.03037840865353e-13,3.55351820411606e-11
"1082","AT3G59080",205.902781187242,1.16988194148181,0.221000509982357,5.29357123010807,1.19950489134431e-07,2.04150857886052e-06
"1083","AT1G80610",294.584315117494,1.16815359256294,0.198560216146276,5.88312006924078,4.02603632050441e-09,9.24243584012092e-08
"1084","AT3G07650",33.7812076796162,1.16805388000329,0.325472738872252,3.58879174965787,0.000332214076577346,0.0021029464879807
"1085","AT1G32700",724.028546451674,1.16765546946798,0.197041526036565,5.92593598392706,3.1052354730494e-09,7.3193052813495e-08
"1086","AT3G47750",416.453035072216,1.16763988106951,0.149320779831383,7.81967441094295,5.29601375184422e-15,3.000178998116e-13
"1087","AT3G47960",4351.01739054101,1.16658669926971,0.181205963808418,6.43790455209905,1.21134130347924e-10,3.76285928350976e-09
"1088","AT2G07662",36.9685460407914,1.16109303103602,0.353343144361784,3.28602110883801,0.00101613394818506,0.0054285625254634
"1089","AT3G62010",5412.78179285816,1.1604306186322,0.171136381098319,6.78073599070393,1.19565196621464e-11,4.47234857474193e-10
"1090","AT5G45850",100.178957896172,1.15924533472175,0.234152824221431,4.95080654515397,7.39065428008706e-07,1.05177800261457e-05
"1091","AT5G45990",36.1971481956861,1.15868008901205,0.301423858972252,3.84402247706182,0.000121033912842852,0.000890124916244406
"1092","AT3G14550",55.8262861951403,1.15796387786929,0.244184241140758,4.74217284645242,2.11438103320666e-06,2.62790558409093e-05
"1093","AT5G58690",248.24544504179,1.15776336611183,0.230285786683931,5.02750683306769,4.96897786415492e-07,7.28814495609915e-06
"1094","AT5G59780",2727.72968702979,1.15586746492503,0.192387962958356,6.00800303278447,1.87822329223332e-09,4.59811804517203e-08
"1095","AT5G50950",19473.3051950741,1.15534995045061,0.124244968812032,9.29896768857106,1.41815847819311e-20,1.39652136848141e-18
"1096","AT4G10960",74.0519899921419,1.15470975420321,0.318258502746334,3.62821336818632,0.000285389361970535,0.00185203007921831
"1097","AT1G52710",304.455811299305,1.1541880350933,0.222949044024051,5.17691403497917,2.25586094536166e-07,3.58446522707094e-06
"1098","AT4G37190",1144.32199094847,1.15412607696593,0.15238505047373,7.57374869370727,3.62605549092014e-14,1.84472623489262e-12
"1099","AT1G34210",1669.17803972162,1.15203473646814,0.203838508799797,5.65170312151187,1.58865806579507e-08,3.30015922206304e-07
"1100","AT5G14200",11586.6654275413,1.15201547749124,0.113322118435268,10.1658484098079,2.81659094130604e-24,3.81835302580639e-22
"1101","AT2G28305",1263.8863073054,1.15086640941016,0.158791182183239,7.24767202804818,4.23995763856723e-13,1.95747493104955e-11
"1102","AT2G46400",105.13838979983,1.14915632888628,0.24201278461783,4.74832902196036,2.05104175189159e-06,2.56413018161585e-05
"1103","AT5G40780",138.611432411105,1.14846145152385,0.231213765470528,4.96709808426281,6.79622185384787e-07,9.74277451945562e-06
"1104","AT2G14750",6601.65406487025,1.14819150215955,0.108822819320705,10.5510177858541,5.02497815029598e-26,7.70266748750926e-24
"1105","AT4G36010",1626.76908392502,1.14733290844222,0.263598460584998,4.35257818234586,1.34545867616743e-05,0.000133538054727697
"1106","AT1G67865",29880.7192280693,1.14679372515935,0.220535930411359,5.20003122856339,1.99255045570778e-07,3.19420955828534e-06
"1107","AT2G30820",89.8286860003663,1.14664455255677,0.272119434310742,4.21375472671084,2.51160030430094e-05,0.000228531967449475
"1108","AT1G73040",207.590566895827,1.14606285986592,0.310668034651888,3.68902729613016,0.000225113068895783,0.00150974458244575
"1109","AT1G49520",382.988567099686,1.14515591140737,0.212031509535146,5.40087609581233,6.63162202405996e-08,1.19639562561753e-06
"1110","AT3G19100",723.688116320557,1.14383922420042,0.192720561384147,5.93522152480879,2.93449008124272e-09,6.93776168098645e-08
"1111","AT1G63440",181.511207891019,1.14351652618562,0.27717996638819,4.1255381515709,3.69868859035863e-05,0.000317864945070286
"1112","AT5G44820",73.7573518540084,1.14175183267723,0.258469028673239,4.4173641946117,9.9911805542134e-06,0.000103226060589413
"1113","AT4G20830",1446.24380919684,1.13969484682524,0.214588051404297,5.31108251073114,1.08975974026122e-07,1.87215171234452e-06
"1114","AT5G45110",680.522350869214,1.13766154926121,0.179202317520851,6.34847565031541,2.17458847196456e-10,6.44761358191969e-09
"1115","AT3G47840",34.9585509346471,1.13683514237012,0.265962769179558,4.27441459523462,1.91640144557526e-05,0.0001813044094517
"1116","AT3G46600",634.903763367569,1.13608400063872,0.295445190433531,3.84532914200313,0.000120390727975633,0.000887063695636986
"1117","AT1G23100",84.3371801521769,1.13480792304885,0.223771027147109,5.07129067384945,3.95126718549193e-07,5.91756508948545e-06
"1118","AT1G17340",1030.48514322164,1.13334870163117,0.193478169416215,5.85776010312088,4.69151684172834e-09,1.06825382999082e-07
"1119","AT4G20835",1420.48123318333,1.13128184928846,0.215053217133521,5.26047396252656,1.43684550322114e-07,2.38319219144593e-06
"1120","AT1G43980",37.0698998932776,1.12914606547811,0.249456218341893,4.52642981996365,5.99885083132112e-06,6.55596684748249e-05
"1121","AT2G34240",29.4364685627467,1.12651640807929,0.283132559453681,3.97875966739029,6.92757234755244e-05,0.000550753743278466
"1122","AT5G07700",361.93945667781,1.12576709773379,0.126065885095266,8.92999003563154,4.26047165514209e-19,3.60725060390063e-17
"1123","AT2G25510",8421.88535207959,1.12503047994518,0.173137251617512,6.49791116258768,8.14428703348868e-11,2.60228833510095e-09
"1124","AT2G26740",3460.05189062897,1.12438143289874,0.134705063447301,8.34698714453759,7.00263367028759e-17,4.7329327800938e-15
"1125","AT3G11010",396.114527722199,1.12425406837511,0.238709388193631,4.70971869553435,2.48058919230543e-06,3.02691250401349e-05
"1126","AT5G19240",1443.41185362406,1.12379370445902,0.205985685560548,5.45568834747351,4.87834904898595e-08,9.1092293189385e-07
"1127","AT5G55450",61.1687324656329,1.12102327306976,0.337772675545122,3.31886903302814,0.000903828087456713,0.00491706799701283
"1128","AT3G14900",544.695644215927,1.11911983826174,0.12895796795977,8.67817519124418,4.02169220134033e-18,3.03282145331301e-16
"1129","AT1G78370",24772.1345125955,1.11850906131408,0.112466358867341,9.94527672611343,2.64438034575753e-23,3.28141017190747e-21
"1130","AT1G18320",28.8383467939422,1.11609080409127,0.282315330618102,3.95334819985759,7.70651624816636e-05,0.000603274117383997
"1131","AT4G27070",774.514346016754,1.11576575752542,0.173042385315541,6.44793329386223,1.1338564590284e-10,3.55512507133598e-09
"1132","AT5G58710",2088.31080496271,1.1136662020959,0.156663173648627,7.10866616677697,1.17169771617422e-12,5.06074153543904e-11
"1133","AT2G16890",83.4230128962031,1.11187256615358,0.328036487860463,3.38947832726016,0.000700257440180472,0.00395166933218301
"1134","AT1G77405",30.8637713870178,1.1105978208135,0.311382258830584,3.56667019175857,0.00036154603549799,0.00226236370611909
"1135","AT3G07760",374.121186188957,1.11019334506453,0.121486503203076,9.13840892439498,6.33778776916152e-20,5.82902496275079e-18
"1136","AT2G48090",32.3555268039186,1.10986167372555,0.353283260298225,3.141563154701,0.00168048561762855,0.00822978266657809
"1137","AT1G57990",167.121080865064,1.10741994865337,0.304085122629716,3.64180904043067,0.00027072886955866,0.00176666782909272
"1138","AT3G17860",910.014656425869,1.10601488425715,0.16043135773436,6.89400688167507,5.42423982797395e-12,2.13089944196772e-10
"1139","AT1G27350",1266.10387211798,1.10409362750586,0.107296139946503,10.2901523582894,7.80527712962525e-25,1.10943736073395e-22
"1140","AT5G52570",1945.97428231557,1.10374711105844,0.231352561632535,4.77084456411403,1.83455071364713e-06,2.34089868809392e-05
"1141","AT5G44005",385.063289753986,1.1035934103531,0.220921288129139,4.99541451934683,5.87095247240383e-07,8.49947211946215e-06
"1142","AT5G60142",49.7986814683492,1.10349307767035,0.228731753717896,4.82439827323376,1.40426565791161e-06,1.85754328680209e-05
"1143","ath-miR2936",74.0954202168832,1.10344639458742,0.316816879476775,3.48291541918401,0.000495985039727731,0.0029591292639874
"1144","AT3G21460",198.199835752027,1.10310285836682,0.216482265215163,5.09558072699598,3.4767382650232e-07,5.28108436072468e-06
"1145","AT3G06550",5608.27886358278,1.10298181773137,0.160016606016867,6.8929209610602,5.46582475421389e-12,2.14364528362171e-10
"1146","AT5G35735",829.269844792478,1.10094293583871,0.205526403250007,5.3566983045945,8.47564679724275e-08,1.49909007794671e-06
"1147","AT5G12420",31.3581700890287,1.10032703761528,0.30450787684746,3.61346001622965,0.000302137965569954,0.00193978694402194
"1148","AT4G15260",362.691224870757,1.09970413486709,0.236696485762546,4.64605180480084,3.3834807044935e-06,3.96169610396835e-05
"1149","AT5G11810",687.428667260604,1.09809248091074,0.120881825770624,9.08401634332025,1.0464056090115e-19,9.47542499928443e-18
"1150","AT3G01180",5293.11434428295,1.09724221499901,0.164449797921392,6.67220166195338,2.51993963794572e-11,8.76856740782507e-10
"1151","AT5G46710",214.858046511737,1.09664027356155,0.233481677356087,4.69690078459152,2.64138672623022e-06,3.18500991723791e-05
"1152","AT5G50360",35.8461573356082,1.09584641164965,0.332463638321709,3.29613914225787,0.000980234533751019,0.00527764933885736
"1153","AT1G69870",3715.1216648279,1.09557098748357,0.221380895119211,4.94880548248582,7.46703244116434e-07,1.06007452689242e-05
"1154","AT4G12030",4057.37744682379,1.09534525819968,0.0920562002514215,11.8986581589084,1.2026534700031e-32,3.16919458786322e-30
"1155","AT1G65110",18.7106483518407,1.09424115819211,0.342008447789597,3.19945652004853,0.00137686953869642,0.00697746786755554
"1156","AT3G48830",272.32886845083,1.09414944371964,0.16235350014206,6.73930308100692,1.59148122319005e-11,5.76003227275867e-10
"1157","AT5G60900",339.314968940135,1.09273650493888,0.160391177863145,6.81294644441894,9.56197460883357e-12,3.62289160744707e-10
"1158","AT5G39790",1378.85233645823,1.09254922446287,0.131223798736151,8.32584664508634,8.37281404044551e-17,5.62657901692174e-15
"1159","AT1G61065",235.341418437454,1.0911495239337,0.217693824920942,5.0123127026224,5.37797134841939e-07,7.83991032352641e-06
"1160","AT1G52430",27.8380416791331,1.08751447604021,0.308101268415057,3.52973060330011,0.000415983006458506,0.00255327125110477
"1161","AT5G04895",301.422668508348,1.08570842681165,0.118535030155995,9.15938879319327,5.21920817219152e-20,4.83818534634023e-18
"1162","AT1G05043",132.276028939668,1.08423513410759,0.184051640999203,5.89092891658753,3.84030731105394e-09,8.8998742456668e-08
"1163","AT5G13750",732.236022238198,1.08154653551549,0.246311574388096,4.39096919502196,1.12846528862591e-05,0.000114769715586051
"1164","AT4G28330",23.7288361892975,1.08039236906702,0.317692871264008,3.40074476574955,0.000672025424137891,0.00381807467836869
"1165","AT2G04032",73.8547119336533,1.07964189118019,0.280521613238283,3.84869414772372,0.000118749161749181,0.00087634489946619
"1166","AT4G26055",29.2768637672498,1.07888512984632,0.298275742604328,3.61707298228906,0.000297953313265947,0.00191764518551764
"1167","AT5G05590",221.730089811184,1.07879613177751,0.186161114799953,5.79495955928701,6.83376462468356e-09,1.50349232404037e-07
"1168","AT3G51430",304.728457499048,1.07863456631626,0.251819753881482,4.2833596240584,1.84092260888836e-05,0.000175437456100198
"1169","AT5G41620",307.810466803062,1.07834677637169,0.153297231095327,7.03435260158822,2.00188298506309e-12,8.36901277160153e-11
"1170","AT1G53580",2742.12448530524,1.07796256821617,0.167891125364527,6.42060481681616,1.35733972394183e-10,4.18313909929142e-09
"1171","AT5G65140",1252.95357863974,1.07723962935541,0.117211371170213,9.19057271150807,3.90755313119029e-20,3.6804756460163e-18
"1172","AT2G41475",1680.06393536296,1.07553672738332,0.180221708730263,5.96785334553157,2.40395286434521e-09,5.77662976716068e-08
"1173","AT4G33700",830.942901461416,1.0751923450485,0.154383549182998,6.96442302783196,3.29752369516399e-12,1.34032622569638e-10
"1174","AT4G26060",176.765190326158,1.07280299576401,0.221235169798526,4.84915213408875,1.23990302420002e-06,1.66453609768535e-05
"1175","AT1G61562",23.4090157090088,1.07272397005504,0.345914689419838,3.10112291517365,0.00192788246149402,0.00921913882277127
"1176","AT4G34150",2235.66712984013,1.07266303359986,0.158312458738719,6.77560718938865,1.23884852555369e-11,4.61919148963605e-10
"1177","AT1G54050",301.564923579808,1.06954276312778,0.202666325382358,5.27735804707535,1.31059656608932e-07,2.19553009032092e-06
"1178","AT3G56620",67.2540631087771,1.06731759316281,0.313125865974877,3.40858967316499,0.000652996193852931,0.00372893102859333
"1179","AT5G18490",193.661402854087,1.0671283546939,0.225198526010243,4.73861163125626,2.15187473985103e-06,2.67026022612307e-05
"1180","AT5G49410",86.0561733542057,1.0640659795626,0.248647375015057,4.2794177074991,1.87382903365604e-05,0.000177892398065571
"1181","AT2G39020",1852.0213040028,1.06156943884034,0.186621248763827,5.68836317339071,1.28262820486585e-08,2.71248686102063e-07
"1182","AT1G05933",98.6311057649066,1.06118154520974,0.177585627300871,5.9756049030469,2.29237968557211e-09,5.51983375418097e-08
"1183","AT3G14720",2755.11779679868,1.06087929432208,0.178360227827412,5.94795884286845,2.71506836705294e-09,6.45806271931974e-08
"1184","AT1G71100",474.546681824291,1.06049384141912,0.187993765855929,5.64111174958769,1.6895565562073e-08,3.4973671591112e-07
"1185","AT1G14040",88.3528325252133,1.0602641892865,0.194815633276394,5.44239787872801,5.25680976104954e-08,9.74608374117746e-07
"1186","AT1G14230",633.459174508114,1.06012753044862,0.289149360496862,3.66636650562513,0.000246021255721726,0.00163084695037921
"1187","AT5G24530",349.667447882205,1.05793892216904,0.250437035222195,4.22437089318841,2.39609164649175e-05,0.000219771362476226
"1188","AT1G11220",22.1880673339946,1.05712160407145,0.32400985679806,3.26262174403634,0.00110386747900538,0.00582167843155231
"1189","AT4G18880",490.420639801459,1.05626017684174,0.209005168199036,5.05375147391504,4.33215257737836e-07,6.42758049215638e-06
"1190","AT4G14420",964.373327651832,1.05608539923032,0.155944864065467,6.77217172594389,1.26863425455039e-11,4.70298735016525e-10
"1191","AT4G21326",505.713418495311,1.05537169702998,0.237742199646668,4.43914331826015,9.03176607959376e-06,9.44369192441874e-05
"1192","AT3G27210",178.308460961628,1.05068326119635,0.202954284598636,5.17694545485544,2.25548122154039e-07,3.58446522707094e-06
"1193","AT1G56430",340.963100622619,1.05049146806203,0.236082339530797,4.4496825563057,8.59973044845363e-06,9.02413772740864e-05
